address,amount
0xb5D326b4587f53e6bf6A567F52D3749E27A8E108,5.00
0x8AD1E326629Dff4544ec4391e28195e025471fc9,5.00
0xc2BCe6346Fab3DFE2F302fd5F813Cd762E97c3ff,5.00
0xfdDce57C055cC6fC20834135E356F3D417e21ce9,5.00
0xf319Ea5Db6c507C93A5e541d633d9F05ad2669d9,5.00
0xd53615d40268725DF252A1f2560412FabbF7143C,5.00
0x49f55BaD27Fe0bD315EFCaea922D3397542dc584,5.00
0xD521382A1790FC774dbbe5D1d36c4B0E7fA1459b,5.00
0x699157b2C28769E0ee043cCc1B9d1f994162322E,5.00
0xf19Aec2A64d69A599bDC65FcbB564c9Cfe854DD6,5.00
0x0e8d03959767796f7f092198adfa1e43eda8cb43,5.00
0xF0217f06FaC1fD32Cf72D67Ac6701576c88341B9,5.00
0x04641Bb597C13651e661e4Be5E3d8482874bE8B9,5.00
0xCff19A3533eb220eAF6C9a65C85ebE0Aa3E8Ea8C,5.00
0xE2615C38323a9dad6964743129A8235462da86df,5.00
0xae04cC83f58602941f8342cA209074ab56eC794f,5.00
0x621b23ce9Efdae59D09ad0806d3f7F3Ba554EE06,5.00
0x1bd1B5c9dEC69847A41518A31181BA5Ea346Caa3,5.00
0x63268d68dFdDFF97D576A77394584C8eB5390E6D,5.00
0xb82Ba7C5cb5670f1406E39B9055787Fd389a7B54,5.00
0x71c53d30420DE2b27442D5390d46E255A3deb3c3,5.00
0x4fc2Cb8aBfa04D1008f87266228b7E547ceb12bE,5.00
0x98C9B22C06BDEdD735A69c47b0a85CdAE66B47E4,5.00
0x4E126AbF29f80C8D19b93e1441e895ad1aD610b3,5.00
0xfFcA9392491d98b6CE7862b63d1AC71C4F427AD2,5.00
0x59F64B5909a46C44cCFdCcB6258e3CF360525de2,5.00
0xA203fa62464dc74410DeDbCf27E539A8077DF879,5.00
0x5F02497CE99c9191d415f9d219768f973a0Cd742,5.00
0xA28da56fb234d6898F747421BB1C1CCC6C5a18C7,5.00
0xc00271e5D2f79825213e05B3C79A3a4A10748484,5.00
0x129C32Bb9cc4012442462F9dA53C67A2DaB274f3,5.00
0xc4c2fE439956E55218074cb0B3A1ea1B2132c1a1,5.00
0xE118A735F0766fA538716D9caD1E761BCfB92E6B,5.00
0x9c3A7B80D3A84C2421B2aA9D167951C7B1E48cAb,5.00
0xe1470fca2c256a00b507a2d812219bcc2b010076,5.00
0x33856FA237741A92d402708630D43f395B38A293,5.00
0x71f0c1F1E0e9e0138Db3670E90f76397fc8fB784,5.00
0x67abe9c6ceA7a6bdf56b42e9694374dab30564eE,5.00
0xEDEb1F97145dEa6d77c90DF1308F2d8a987032f4,5.00
0x5E9f5c14Fad499517dE865eEC17E0624773506e3,5.00
0x941931763F739fBf111Fe1fe7182c214cB7ff74A,5.00
0xF91C44111294eddbD7e58629e1F234cAAC1c01a8,5.00
0x473dfA66eed58750C30CC3EB43c284eb953333E3,5.00
0x638Df8Ffd6efF630862db9283434CF3c2D7EbBc9,5.00
0xEA85F7088b42340bD30F06fE37619D194e451194,5.00
0x4388A7E303CA1b9aeBd8290ff8aac6f27e96F33e,5.00
0xCDaA4805c9ff8E5246Eb3Ef324ADd861E2b0A1Cd,5.00
0x13a2a1ef9207028655154c93CDe4360d171Dd249,5.00
0x36480ac249F8A50C33E83419F8C321C3a29F520a,5.00
0x1a03760Ac7EF67cd5d23bB4C0bE98ae4EDfC650A,5.00
0x3cE3d7B8a00e3957edC0194BEa5c8e909d2f255E,5.00
0x05111405D1aA6Be65efB3b8fEe46988ed10940c2,5.00
0x41e55df055738B7eAbfcA4B8E7C6191960D2a9CA,5.00
0x4EB4ffC7cDA9d5eDed93F2ddc7CDD1FE57AB4982,5.00
0x4d2a4553578a2c28dD8943B3393bFde19D86a590,5.00
0x2F49CB8ED773701e180e12f9C46Af3BEBf581347,5.00
0x1b8dA8eBE7128B08Af9648b1172Ef6c453B8Ee73,5.00
0x6A1860A8a303A99599C7DbC3cf1906e9856782C4,5.00
0x17F9C9B3B8E041f7B8b18f6FAa6DBE330184dFaF,5.00
0xfF6C51dC056B2be21F943C58bf9c7A800e00c878,5.00
0xaEf6C7C81802dD02d06EADd9389F378e97aFE10a,5.00
0x2e2381fb7dA3AE64d0ec6e8C03f81B08aeBB4f5E,5.00
0x2597D19Ad025270b8946A1531e8762aD1532eeBC,5.00
0xdD0F89568c80Eff188c48907F4Edd25133D11503,5.00
0x2F0aEFdcD118fAC7730aB2587bcAD5670Fb79BD5,5.00
0x6adb340ec0eeabbe9a548b39e3b49975c2122636,5.00
0x2a290924049bb81035fffcaaa2970e24c7c1dbea,5.00
0xf90055dcfdc26a995130e4d38efc92191ad675c2,5.00
0x28A6401536e47BB656D0a9f75650235B2617E1ea,5.00
0x1ee0B3a658a408B766c0BBBe1167DcEF7608F7d4,5.00
0x8aCfE758e5fEEBaA2310b6Db3548FC426F9289A7,5.00
0xf646DBE41a3a06948925F8A94A33Ed3db917A47d,5.00
0xfD4Aaa77439266AFd68f2c8D695545384dF03301,5.00
0x4B1309e1aD68cc37a41A57ab7ddfEc2f0450E77c,5.00
0x58327b4a1c7ca7e998132ef34c1d0c7172e1f223,5.00
0x26dCdbe8C4406b57706379986b4c65219B9abd65,5.00
0x42deb8ac857b622c537efa849dd8d335f940c1e1,2.50
0x8c7449D3f2752BC2c6C4bb5001d1185DacF608b1,2.50
0x8cA93b2e4DB3f794cDB9C88771c43ca5588E5d97,2.50
0xd63b867afe004249e105e7f1f651496df9e54b71,2.50
0x52Fc42A6ACA31018ec0422b40164647efEE583f7,2.50
0x97c5aeea4460fc0776d14b59ca411b1dc5319ebb,2.50
0x9d8421ae64ef4cef58b76d318599b8dfc3883689,2.50
0xe71f61303F3C1F2be2D812F663a11b14238C57aD,2.50
0xb13860eb3e222806d40210d01d4f4346c8de4c79,2.50
0x5289FBBb9384B86756a9Dadddc3642cc222D30f3,2.50
0x8F307a7fda24BCE20fDa51A102E62727Eb8572F5,2.50
0x33c72c6cd28bb646c5bf9a72068c7b2f123d9fe1,2.50
0xD825965A67F88aA7A9F61aC2244d70784530720e,2.50
0x1b4C396f3F25b86c33FFDe1E7F6afCAeBDD3ddF4,2.50
0xda1027120b56a171149fb1648142a34dea0259d6,2.50
0x0D227b8427cC9F2F7e296c5c13AE17CaB3930B3d,2.50
0xcB503c60E19cC969e96ac4DfD3b2232235818a40,2.50
0xa56D54781D3a0b5d2f3b8D6df1eFE8E2bFCCaedd,2.50
0xea66D0fC2b432d70478c816B8d5403b1Fa6B08C1,2.50
0xfa53c181e774c76066816ba64a2c434946ec1c7b,2.50
0xfC7D3e89c3117199CC7F628d68382d2d5DB38B38,2.50
0x04EA90e4a556c6a52c9873dcda3502C27D5B1a96,2.50
0x86eD167417D229cD9A8a3d93FaD9cA373621fc4D,2.50
0x8483Abd6559b4E96D36EeEa5C4C1Cf0f1aaa438e,2.50
0x3D5118d1D3D880BF1b2BEc3F382dbF39C077494F,2.50
0xaD55Ad0e5233F6E9a76893A392B8122DD19aA73b,2.50
0xD474Bd3572D6274aFEab942d78AD138781ccaCd2,2.50
0x7f2f602d7a931dd3fb496f72af8f29339f8ec9dc,2.50
0x303D3864C665CCaE17D84eAcA911Df8CB7B2C762,2.50
0x35870c684496e67dfe16665da4afcde8de629a79,2.50
0x1915df78F60904193367113D9338c2F890093960,2.50
0x698986af4e9257f56D81147D37C865e4d42dB983,2.50
0x9e7fadF3019E1f66F64Ed1C0Aa4Dc3f58d9eF706,2.50
0xeafB763c88a9b9D6f07b08634b6b219EA04A1Bb6,2.50
0x724315B8015308b32c25a12dd42266e1FAA4b3E8,2.50
0x44e02539c8727f092f68e14416Ed270819bA87cE,2.50
0x7E0bF8b5e7Da1262707E5B09aCFa677770048129,2.50
0xa698de62000bf45c8242997c468ae63f74dc3b11,2.50
0x509896d1Ed07f65f2a1Fcd0bE05e408970F1cC9e,2.50
0xdBF90d637e37D14c1a4aF8E3b2e4D2629C9b3945,2.50
0x9Dcd187267e42F6CC15f61FD50E895cFF7EC413e,2.50
0x9bd2C2F142d9cb8F77664456AfdB34087984F040,2.50
0x1F0B32d0b08C276376Be3ce95C0Ad9e3EB8f886d,2.50
0x191Fbf7962A2402dE3F553F9Db026f8A8906F783,2.50
0x85cA9EECC9593A86bF82Ec75F3587e37f76f3036,2.50
0x982c649E5410691050B6b2F8E484F3E10b60BbE7,2.50
0x073cEF4Bb36746009431Cbfed39884919005617e,2.50
0x9612498a20740C8496Bfd23434e53Ec5a1e874D5,2.50
0xC7e87D394F6517D5ba31e7d7D4079dC89ba4c4E4,2.50
0xc175fbDb6035cb5C500b8531E616240342DDA473,2.50
0xc02443b7d1E302e3fc1cdaC13eF7B91479a95fA7,2.50
0x795c3f0Eeaf6dB0626a568B7c4A49beB6E0854FF,2.50
0x2fEa329fff50cd9B19765e8456621e02ec7cA251,2.50
0xf09F8A15898c456B92FfE2454272088E5BDaEf31,2.50
0xCA36Ff1C7ce8B87700e00676c34be49F09521DA5,2.50
0x239B2652863e9ecA5F7E268695122485B501dA97,2.50
0x5C900b58af09C192F51Af99b0f14a77D35278E22,2.50
0x281401F0C8ED7ff1bc18282B058A8139b2176D6b,2.50
0x1227C2E4cEe88d510e5Dc7253D0153E83b329d07,2.50
0x7665d1c537fc3115d4b3822b410dcb6fb714f962,2.50
0x5FB0dEb09d49Db5EBB807E8292250eA997f6B905,2.50
0xb6AE222D096af2671169f7b5cE80EBB82F6A6FD7,2.50
0xE5d3E3Fce8a77b3aA1e86D6EF69388625F49EE50,2.50
0x79e45ed47d99656fad21254800EB77992B71E6fB,2.50
0x9B868Dbd398A49eCE35eCe7BB38DA363CB9292c4,2.50
0x84bb11c4a6f11b659d8f05a33fefeacd37633058,2.50
0x4EFf1cdC23D30AB3c672D545e40D9e9a1F4E705B,2.50
0xeB3A24E8b0057Ff9e188Ff0c15DAef01724c68B2,2.50
0xea2acd0727d56463d9bd9319d52a461374f9959d,2.50
0x7576027d5bF82e64F35796b4BFF86bb30319A443,2.50
0xDBA981cf9C319c8Cc9A0B2CA8AA86e68977Ba9c6,2.50
0x4429411d63a06c9aB627188E6496b63BAf8F4716,2.50
0x13BA940E4C924Bf1bC6cB9CAF3aA659eE1b05957,2.50
0xC9d2bAD9b9dA73311Fe42E3B8fd4a08508c77e76,2.50
0x6cd4F8248258dA3737D78d3E10D888053797594b,2.50
0xC290D05cBa6e106e041330612d884f9E2C055f6E,2.50
0xeAac33c93F590E6A2Add71df755C8a4a95bFfde7,2.50
0x267bD81ab69674f61aB1B1c554fE706a0FF859C8,2.50
0xf504550b5d7074e598715F6412B75422b0A6FC48,2.50
0x24bfF60142beD17B9f042C7919306a6EBF37A2B1,2.50
0xdcF1CD0ab0454082b0951927b81Eb25b40ecf7e2,2.50
0x141cb6B365f6260C0970fc6f7C65804D86906B11,2.50
0xd03fee0f8604acc9ed087fe8dad1da724e50d9f7,2.50
0xD0590d9F97B29e0aF77B85E17b2Da0Ab17Cb18eF,2.50
0x782EddE2d160cF1c1aB251dF080Df4b954151017,2.50
0x1dd081221AeFcE22D7c6aE6faB5ECC0173aceB6c,2.50
0x95762E8580d7232a3698F05f2eF2BFE1B881083e,2.50
0x89037dC930b5F566Ab93056d581788eD3d174015,2.50
0x02889DCdd46aA60fBD80b21cB98f452713E786D6,2.50
0x12b2309Dc4AE179126a63042c0b74ea2f03C670e,2.50
0xd98a857eb6270EB61d4b1bAeC956BAE6a7299fdF,2.50
0x962d4cf024f687e5f04176ead33f461d371a7a0f,2.50
0x1bba6710821EaCC1E4085c31c645B5770c5D230c,2.50
0x67ca6f17aea79efa7381bf926f0398cc75c268bf,2.50
0xF5b6642299AB98cE8216c076382D9AdEE3775bF4,2.50
0x6B0503dFfFccaEE294Df1C67394e97E85a55c293,2.50
0xAf0A4c2d97a5630bB218837864ed3F96fF7a7054,2.50
0x5f2cd57fe7717b018dbabe1bead168bc97506e9d,2.50
0x7a6f934c7cf097d06e59b26dbe9eec67a9607cbd,2.50
0xdE750a794395A3CB89280Aed8E2827647d20f84E,2.50
0x914cDfCC18ce087d221e8b64079d587D80Dc9644,2.50
0xc4B93C6A50f5829C5db0daEFBa360f002983030f,2.50
0x3d63ad5d15e9bbb35028c4bb51551b768a6d7713,2.50
0xd7d3e6f53855768cefe3eb8dff668dfe53bba891,2.50
0xB40342d6cc623170a6aa75bdbe7d25d51EB63224,2.50
0x00Bb8cc7257236BD203cD0D26E201443AA04B53c,2.50
0x831f0be38a283f8528bcacd4e38e8571bf142015,2.50
0x352EE8Cf59AfBCa46272ce0ab021c4AF9bADCC33,2.50
0x964896c260AC9F87c33D0E32a895EA8f1707A0D9,2.50
0xd519D90A43A50112459B68Ccff93e1432aB75ad9,2.50
0xb920Ec727BA73Ca8f30A3751831b642622d35a07,2.50
0x6E3a44708523b50Ab971cD25d39FbBE39Fd9D412,2.50
0xbB4aAF57271eEe6A68710a9Bcc4cB3Cbce36bC5B,2.50
0xd58a14e177933cd6f0f521a96839ddac9f153c3f,2.50
0x87E389DF320AF258aC20bF27A8116F233A0882dD,2.50
0xa147D66ff6Ac45a44Bca92776ff63eFE35C53ea6,2.50
0x1134a415F06845E597E02eC2DAa132a460dC5B4e,2.50
0x437664eedb3d9709f052716a5a439fd6e5a1a1ae,2.50
0xb65424e127d1924838BF430B54a5Ed3221354C23,2.50
0x9CDc4c7b921d4A996Db54592356568166876B484,2.50
0x467282983d4ab9dd04919f931f07affa7cc57a77,2.50
0x7AE2Cf57c02562F9387dd2Da9C6798A28d778Ed4,2.50
0x1933502Ccab7479f26ae510F65E5Ae235F285Aff,2.50
0x34109949256e322bF1f33812aFb7e8b718BA3eD4,2.50
0xd7660a530793A197EF5F00EBd8fe5EC503ED1D48,2.50
0xAbe8371a3a896bcD1490423B9fd1fdb51AB1618c,2.50
0x69194D6e297d7Bf0589720139d45C30723908e9c,2.50
0x7aC2d4dA91b614DE8De4a2afE8DD6B4f3Ce2bd5b,2.50
0x0639d0C67caA13E42cB2403509DA3298bEaa4380,2.50
0xeC413927090007d9146370cBa45Dbe0424387115,2.50
0x151796ddF75957A230A041F831cfdDCAB4C8060D,2.50
0x3ffF197D654146bBe5FE752364F899125954eaCf,2.50
0x3F821DD53266aDe069c790649C0FfF4080fA799b,2.50
0x13D04f5Da5FF4dE7Dd13411BaC3C66c0b6B83571,2.50
0xEc3eb0079eaB49FeD0e6F126F4826F8f414419D9,2.50
0x08c5ea15838a1e9556272028b0ad1be46ee23165,2.50
0xcc56075144cf00d9535793d7ed0d7b837bc06b27,2.50
0xaed6e7194fd6f44AD8FAc1905F2FEAaf6D3Ee2B4,2.50
0xE487443651C1d7ee3B3A1972cc08E8DEBe940b8C,2.50
0x86a8F60eC2a28Ed3BE11f9F9dE28038C85a48037,2.50
0x211CEB028e35Bf567b4C625Ac85895E7994dF442,2.50
0x4a09CFa8cb5A40f51C2009520daa356BbB28cDd5,2.50
0x1d1DfCdF2FA322C43F9243F0A84c42D66E774415,2.50
0x68CD28f1601fc2dd0866DE421fE337EFe9d09659,2.50
0x2B21D54ba8604Ccf1Ab7b4E366e1Dff9B9A4d314,2.50
0xD846D5d24353FdDcBe308d26FE36805Cc127C5F3,2.50
0xEd40309189f38c7F50A289C19A19BA78bb123658,2.50
0xA97FbA5473C1333Ec17a28b10e2D5d6562f8d508,2.50
0xCA2798DfAf0D93B4Eeb7f050004E99818754D0B8,2.50
0xcB1Be0d710FEF800C5be2Ad09d42450C8075CE8D,2.50
0x174feb1252267cB5A6DcA7E78357aD59F6064e95,2.50
0x1044dABe03c7f8F78c37F00c6bc81B9D94899e44,2.50
0x5D1F0e2B5B22B292300b9b79773D1a69213cB9e1,2.50
0xE9a405dc0FD7b1812f5E97584D25afa9be7b5150,2.50
0xCfF27E2A3A12d2d9295A4A05d6471e33c71fBaf8,2.50
0x218072E8af51F209548327eBdc7b0B0b3fd8385C,2.50
0x69e57f5fa96e3a59f5b1986cf9f109023fcdc279,2.50
0xd23c11D4C37B1aE3c6cf6b27176DC279b6cC4923,2.50
0x97941c6fb03c53a8e2f563975d0d8925ccdc9c0e,2.50
0xb84AFef6cD1B2f108031DCcc680E497318629814,2.50
0xB2135657DC98a0D25D0D61f09E0D8dc9dc111088,2.50
0x01dC83dBfC5d811F11c7668CCc29c25A47426Ab9,2.50
0x6e5fF21f674A4A4b93032FfDDD996f58D3E53B00,2.50
0x220A2C9deB420b7D5cfeb4Cf572E33bCFcc154E2,2.50
0xC9FC9C35309CBC41f31BF0D5dC5FA15341372FF5,2.50
0x4B7cE89abF398C3b74ccFfaaa3774a01B8d84060,2.50
0x98f2f869bee61b25c530746dd2e577949201a2e2,2.50
0x330e9b9A4F15BEC71Ff8cC068cE249cbd21dd21f,2.50
0x5C9db084eE66A4AD311c06e4006636bde5aab71F,2.50
0x492F4F3E718bD51663f49E4c84A00F3608fbb74C,2.50
0x2D4FB5d781d72aF8dc5d627bAdEEA1b65bd070Ee,2.50
0xce7b475a70246064ff093B15EEa3Ed2B047E47ee,2.50
0xD4eF356C0d9e2a0E3Ca64508E4917694D31b1f87,2.50
0x7822a54066e998a305A650bC8F18cBF5476FcB75,2.50
0x90a03e6Ca2bD54B6B50B28C3046107E4750474FF,2.50
0xF2298A157aBECCA03BCa7b3560C37E46bc03B97E,2.50
0x8383c90D2eF3607331A6b19B89f6573C1C64DbB3,2.50
0x6dB068e7ED24D52BD39313801fBf1Fa3c83cE4CE,2.50
0x7007b513d11c9D1D44244B8464bD63b34d3350Bc,2.50
0x6129e2429385b8bdc6256991ec740d15e049eb3b,2.50
0x9df1c7187a04d053da0f6a2702e3de52ca145cd1,2.50
0x4714dcc546c6c32d3fb3d74cb156d8c7a7d43bfc,2.50
0xa571C1DA1907852713941406eac5b72b8B2A2cdc,2.50
0x4a56ede7D911f28EF9B382Cb505544B5C60a7D9C,2.50
0x31e16aabe1654e9ebf1615e2819bd65eebb2d394,2.50
0x17a405227af20983f094b5e558f7bcad92363d8d,2.50
0xE5F0000D6c7A1cf5dCc4547C82Ef4E8c3D2b3457,2.50
0x2879f47AdA275579ED31F74c5d6A0c7F04bc67A9,2.50
0xEC41e4086E8971c73b8CBc77EfC19970fd3E954C,2.50
0x7a46167308da5fea544e6f1c1a19ffbd97600f80,2.50
0x015e111438364E39bEa7C934e248da1A55A2BAa8,2.50
0x9444A38F2ab55f10402eF75b9b07805ed8a416f8,2.50
0xe0AdD5551c424263e68324af1aDbeDCD6BD7ad2e,2.50
0x61f593A4Af48fbd4B911f04DC3294874eCf565B0,2.50
0x3c6770a946fAa3F08839a9E4e42B80783fdEc679,2.50
0x8d1c5625eba5644fc96fcd33657be35dff932419,2.50
0x286E9666F7411093aaf949d72b72B8bC7e359EE9,2.50
0x40f29979B727EF88F726Da4ea52437087193f666,2.50
0x7eFbA1ed71d24dd04fC4619823d1d96873dE5fF4,2.50
0xBD2140B27f3ECAd1c6f659a387A301D20B7eb062,2.50
0x9B4C873eE3b34869E41b2D0d1229818DE2A39112,2.50
0x9f0847a5CebDb55b6Cf2c825C805Ed621aA41DD9,2.50
0x3182B7b7A0de62a5750CE8f4dEd1613c14164488,2.50
0xee0abdec0952f6f13d3ea8cb876ae1d87323025c,2.50
0xc75d2b2fb7853b7A2AB2A8d6CEed824c06Fba6B6,2.50
0x4e41333Ad3F6C33b9F2743ea93342a6B8fc70Bb5,2.50
0xF86f899a12fA652d29611bFab019226e2E60e9D4,2.50
0x428ab2E75627440C9387C8c65721e89536CF5126,2.50
0x542e261809dfCa1a0b297D20d73E0bf2e51EAE36,2.50
0x5d5100C3d24521527BD0EaED67954585750536E0,2.50
0x82c31ec2fB844a2d6B596F8C6F829B6B7DD792b6,2.50
0x15394B04E01Dd70Ee185F1Bb8a12EC72Cf1F1266,2.50
0x3FDb765B451a16D81b8aC0Ab6011357bd12B5f13,2.50
0x495089EaEbB0B6e605E5beb368E180AcE2A9E61d,2.50
0xE02F5CA9De7E326F99D2E4fc70aD018A8b604A62,2.50
0xd8bb18d8b4fbc334facd7740fceb2d0f270d93b6,2.50
0x3b4d2B73FF76616f98Bc3c85032742946504850C,2.50
0x75060502B761e29f0Fe8f23279dd5AfF9e5d8130,2.50
0x2136edCD7ee69b2F3F072253CFd26BDda4041228,2.50
0x65D9c24710BB2988A5d5086F75bB42b9E82a5442,2.50
0xb4f62dE4E6998b74DC6Ba5BA81Fff7a6241d89b7,2.50
0x188A90aFBd9e959F4621a019eD6bc5AA83b1537A,2.50
0xaEA48d64334Ac3D55316f3e23cD1ca052F841836,2.50
0x068e498992dD927629fbF178e548785571CBAE0D,2.50
0x60a6F8d7b6e212E890526cECa409aEF4759674E8,2.50
0x054b25c678957ced8b2bC25040ADc2F05d11AcB4,2.50
0xa309e47448a7bb07fa6643d854d4c35ec6de13c5,2.50
0xA80671f9FE07C006e8B98f66Fb4C05F250001cC1,2.50
0x484e848efe1bce41a17d179b8ebf9450be460b18,2.50
0xdB4060351bc8bc86C91071DDBd72Abd5022695c3,2.50
0x95b8349B683D2a1a3Eb292756756808AAd23E828,2.50
0x543d1884BF8e3Bf37b8e4b491f52aefF3592317b,2.50
0xB9310c9FAE3bCFAf69fCBAfD8e7BC9fFb7c58b58,2.50
0xb6d10E4E399f521aEe33929DFa27769879CE693E,2.50
0xC9794B9A7d02620360458aab2d79f3a8fd078DbE,2.50
0xFE52b5666793De60fC739DB76a84D72835a73164,2.50
0x0b6F49c8f167D81DE2619D64A68a4C73B09E38B4,2.50
0x180FAF88dB162823fCf01065dDCDA7ADc078E83E,2.50
0xF589E43Ce30B71b239E78f1f357d585874Bb01be,2.50
0x48842317C31f6709b0E733e2FeABACeECdAe30bF,2.50
0x382F9F9Fb2f3C2Bf0dE72e83DE9B25e9Dd5FB52E,2.50
0x9310eCf1CE4E28E1afb0AeB42707D99Ac1E7295B,2.50
0x9ce2d24d423f0337ab91fb3c607b47e150d0aab1,2.50
0xBB710B77e79F3Af2b332aB342Ff0D4d10383eDe9,2.50
0x79a5D05378b20EBA1DaF689A07f18672b0201d8A,2.50
0xFCb369A2348D875B38928f51721Fc40C4eDE3Ae7,2.50
0x46492bbdbf502e19d796db55e2a28de4812646ad,2.50
0xd763ae25FdE89C975215BE32bb197FF98cA65d57,2.50
0xfcdcd3cd54f29ead84796b91790b75e6146c49b5,2.50
0xc64b718d3DbA6546cb3676f745B4f73b1Fe13b1d,2.50
0xb0F8758A41B1d31BDf39974d0d8ED2c205E5dF30,2.50
0xDeD4989b5524ef9F4625DD38BaA4767B376D533b,2.50
0xB2abe20BC1f3e8F4C75a32C9027b5f6453d126b1,2.50
0xD81c165B8Eaf8CbEBcD9dcFabB5fBf2a03fA4188,2.50
0x93ea6ACB1dE5711495036D64CD0Ec08aA1864780,2.50
0xf7eb8ebcdf78884c1c43f40a636bc56c2e2f8aab,2.50
0x9e15AE1193Cc6B766fcdfc8418F87141aCA4CD83,2.50
0x771A15e95e2e8169a37dc50f661D955060950682,2.50
0x51779e1b2394beab27153d941521d48747dd29a5,2.50
0x102366139ddF928FeFc29f5df6fb435168bA7abA,2.50
0xD0b193a4e18A15aB83dAc32bf8A702038aBc2378,2.50
0xe06da2cd1fb57dafbc9ec14bb1cbd5f4ebdd6b37,2.50
0x900caceaAb7F8c31b2C721f60507e314532594A0,2.50
0x129fb51B9f29Aa12248821e949e9EaDAbB25F2b7,2.50
0x79aC505730f73787e9688BB11628C78E7Ea3E9b7,2.50
0x30319674e9E64cc64CBDF317cB37574679F465bD,2.50
0x090c317aa313fb9b44956410fd9e5ddC6C0a24D7,2.50
0x14177b1b57ec760D4290219C13b6c045Ca4E2b63,2.50
0x061E5b787a80d1dB219B56A3660480F869A58a67,2.50
0x485bc76798866ac8916b0d0956e45a48027f65d3,2.50
0xe00d85e2fd8cd2e3222e4bd5c60d0cb6e80af1ee,2.50
0x4d9e6a0072db23f6623a8739cfb0726745a526cc,2.50
0xb0B3cB93B19e9009ee3A7cdE32cBac509C786B3f,2.50
0x218b7537f1e59da259fef20d184bcba50d0f1a78,2.50
0xaD6c82e01d68f3b28018EC4d24541fc4c3dc97F5,2.50
0x45ac479ec6AD3a4d6a01d9BE31445626d3b3DB1e,2.50
0xF050bbdf27a205124df1dFE7a2BDa08925275027,2.50
0x6e873b5eeadbf852b61ed3390535ff4edaa5c376,2.50
0x87d919F38CC0A7aC6c8EbF4c2C6C15259fcfE45F,2.50
0xb1542022174e9dbE041b3153189E3274C89Ea2F4,2.50
0x92774B7AC3cc4217eb06F946C592ba6CEC6B4735,2.50
0x6816D68c1E4A6B22F7A040e09541907eC331fFd4,2.50
0xA6C32f0789f0eA3543f56AB5FA7439E1cAc82073,2.50
0x129635637ED89A745bf95D0577D2Ec38223e1B37,2.50
0x54B4964Fa548Bf7A7d32c2f49E2D36e7Dc6446F0,2.50
0x37a6d0D0DD4606e50A5f7156B4ee83F674Cd64af,2.50
0x7E417Fe97730881A0366Bf79560d68DBC358E699,2.50
0x9889f990c52de2a6897372fd9ab6ff1c5efa3d05,2.50
0x801889411b2ed4dbf24563cf88d9a0f81405baf2,2.50
0xB8C4b056b7C0731C5131bD0febA8D4bcB1048f52,2.50
0x3deEF8362556e43144EE55B6B930E7d8EAEdC79e,2.50
0xb546A7dF2beF743Ca17F6b68b81885bdACe46AdE,2.50
0xf5F99D4BcA299295f4668DeFda4248fe2e5ceb77,2.50
0x7a8F4F7600645e1c8a3fBd39eCD72fe27D648663,2.50
0x29412896e0aBeB39358451687A21eb60FcfA0BB7,2.50
0x68584064385d1E9708ABA3A309f5703E3977b810,2.50
0x8ccf2a7d7c164bd4c50b1ac32acd4ba76fd1f953,2.50
0x48e0cd56bc0799f5bcda81af058ebcb8ed8f85a5,2.50
0x8D5172897b2c2503C000eD06b6c68D4A3882Eff6,2.50
0x8da65fEdD76Ee80fB476b21e5f2E22f6D12c1019,2.50
0xCEB8854D451115464952cf9b7711FE53bb30FaE2,2.50
0x852608E05572Bc2BcBA0C2dC95Dfe18E8Cf3b763,2.50
0x129E97C8F93eCA23671905ACAa27ba442a6D1aA5,2.50
0x07150e919b4de5fd6a63de1f9384828396f25fdc,2.50
0xC4B9dF01f776607D3e6E19F0F3dD08A931528b42,2.50
0xa4F98acc45b5EEBD5201B73DA6070BcEc7a8Aaed,2.50
0xD4033fffC8dDb399485b40570C48123B54c5B8f7,2.50
0x2026002d1396B26F3F4D34E43F538768317356d2,2.50
0xD7e61Fc4Ce219b0be0c68fc155972A30963C29f9,2.50
0x9D328416Fc72f0fC7BCe529E2fFFD135B0e211B5,2.50
0x7f42b2043eE8638Ca83A50838eE6C88230a23Ae2,2.50
0x8F539c38EBc6796643C6A1488e93DF16BbC55111,2.50
0xe48749AD02340f6a0332088215155fE3E68a33ba,2.50
0x620c7756cf51ea3518edf502f8df1d3f51b62218,2.50
0xc821E0b0541e2d87080391c3Ed248d21F55c4eaD,2.50
0x4eabe0035bce060e3e65a63ec645c8fa1335a00b,2.50
0x752634CE949bD19F6dbdCBF743e8aAFDaB18c228,2.50
0x239c5EcB2EC813d238F82fca675D9b4eB177FA8A,2.50
0x5dF6Cd9A3aB5962d64Af67D51f9CbF2108736303,2.50
0xA9c6F5Ce6528f04013e24244e4dAED9F82Fdedb8,2.50
0x933225972304033f55198b2e8e4d534311a9f5a3,2.50
0xd2dda3161952e8a91023facf156ebab51f9f139d,2.50
0x4F60D2c0486419325891D599107B43BbcA76F6Ea,2.50
0xB12Df0C28400832A3c8fcE714f70b462F366A6B9,2.50
0x8f1fBaC28445cB3ca75dE0d1879EF67E15Eb52E0,2.50
0x787b0a9a2b2e5964c1d7deebdcdc9040f9de444e,2.50
0xDF0535Dbb48FAE100672BbB5aFf33B4B2112eE97,2.50
